date,datetime,cash_type,card,money,coffee_name
3/1/24,2024-03-01 10:15:51,card,ANON-0000-0000-0001,38.7,Latte
3/1/24,2024-03-01 12:19:23,card,ANON-0000-0000-0002,38.7,Hot Chocolate
3/1/24,2024-03-01 12:20:18,card,ANON-0000-0000-0002,38.7,Hot Chocolate
3/1/24,2024-03-01 13:46:33,card,ANON-0000-0000-0003,28.9,Americano
3/1/24,2024-03-01 13:48:15,card,ANON-0000-0000-0004,38.7,Latte
3/1/24,2024-03-01 15:39:48,card,ANON-0000-0000-0005,33.8,Americano with Milk
3/1/24,2024-03-01 16:19:03,card,ANON-0000-0000-0006,38.7,Hot Chocolate
3/1/24,2024-03-01 18:39:04,card,ANON-0000-0000-0007,33.8,Americano with Milk
3/1/24,2024-03-01 19:22:02,card,ANON-0000-0000-0008,38.7,Cocoa
3/1/24,2024-03-01 19:23:16,card,ANON-0000-0000-0008,33.8,Americano with Milk
3/1/24,2024-03-01 19:29:17,card,ANON-0000-0000-0009,33.8,Americano with Milk
3/2/24,2024-03-02 10:22:07,card,ANON-0000-0000-0010,28.9,Americano
3/2/24,2024-03-02 10:30:36,cash,,40,Latte
3/2/24,2024-03-02 10:41:41,card,ANON-0000-0000-0011,33.8,Americano with Milk
3/2/24,2024-03-02 11:59:45,card,ANON-0000-0000-0012,33.8,Americano with Milk
3/2/24,2024-03-02 14:38:36,card,ANON-0000-0000-0013,28.9,Americano
3/2/24,2024-03-02 16:37:24,card,ANON-0000-0000-0014,33.8,Americano with Milk
3/2/24,2024-03-02 17:34:55,card,ANON-0000-0000-0004,28.9,Americano
3/3/24,2024-03-03 10:10:44,cash,,40,Latte
3/3/24,2024-03-03 10:27:19,card,ANON-0000-0000-0015,38.7,Latte
3/3/24,2024-03-03 11:33:56,card,ANON-0000-0000-0016,28.9,Cortado
3/3/24,2024-03-03 12:26:56,card,ANON-0000-0000-0012,28.9,Americano
3/3/24,2024-03-03 13:09:36,card,ANON-0000-0000-0017,38.7,Hot Chocolate
3/3/24,2024-03-03 17:06:40,card,ANON-0000-0000-0018,38.7,Cocoa
3/3/24,2024-03-03 17:08:46,card,ANON-0000-0000-0019,28.9,Cortado
3/3/24,2024-03-03 18:03:23,card,ANON-0000-0000-0020,33.8,Americano with Milk
3/3/24,2024-03-03 18:04:28,card,ANON-0000-0000-0020,33.8,Americano with Milk
3/3/24,2024-03-03 18:08:05,card,ANON-0000-0000-0020,38.7,Hot Chocolate
3/4/24,2024-03-04 10:03:52,card,ANON-0000-0000-0001,38.7,Latte
3/4/24,2024-03-04 10:54:51,card,ANON-0000-0000-0021,38.7,Latte
3/4/24,2024-03-04 11:05:16,card,ANON-0000-0000-0012,33.8,Americano with Milk
3/4/24,2024-03-04 14:04:38,card,ANON-0000-0000-0022,24,Espresso
3/5/24,2024-03-05 09:59:53,card,ANON-0000-0000-0001,38.7,Latte
3/5/24,2024-03-05 14:34:56,card,ANON-0000-0000-0023,38.7,Latte
3/5/24,2024-03-05 17:34:06,card,ANON-0000-0000-0024,38.7,Latte
3/5/24,2024-03-05 17:35:25,card,ANON-0000-0000-0025,38.7,Hot Chocolate
3/5/24,2024-03-05 17:36:29,card,ANON-0000-0000-0026,38.7,Cocoa
3/5/24,2024-03-05 17:37:14,card,ANON-0000-0000-0027,38.7,Hot Chocolate
3/5/24,2024-03-05 17:38:09,card,ANON-0000-0000-0009,38.7,Hot Chocolate
3/5/24,2024-03-05 17:56:16,card,ANON-0000-0000-0028,28.9,Cortado
3/5/24,2024-03-05 18:01:31,card,ANON-0000-0000-0028,38.7,Hot Chocolate
3/6/24,2024-03-06 12:30:27,cash,,35,Americano with Milk
3/6/24,2024-03-06 13:24:08,card,ANON-0000-0000-0012,28.9,Americano
3/6/24,2024-03-06 13:25:14,card,ANON-0000-0000-0012,28.9,Cortado
3/6/24,2024-03-06 14:52:02,card,ANON-0000-0000-0029,38.7,Cappuccino
3/6/24,2024-03-06 14:53:18,card,ANON-0000-0000-0029,38.7,Cappuccino
3/7/24,2024-03-07 10:08:59,cash,,40,Latte
3/7/24,2024-03-07 10:18:41,card,ANON-0000-0000-0030,38.7,Hot Chocolate
3/7/24,2024-03-07 11:03:59,card,ANON-0000-0000-0031,38.7,Latte
3/7/24,2024-03-07 11:25:44,cash,,40,Latte
3/7/24,2024-03-07 15:40:23,card,ANON-0000-0000-0032,28.9,Americano
3/7/24,2024-03-07 15:41:29,card,ANON-0000-0000-0033,33.8,Americano with Milk
3/8/24,2024-03-08 10:34:41,card,ANON-0000-0000-0012,28.9,Cortado
3/8/24,2024-03-08 12:22:29,card,ANON-0000-0000-0034,38.7,Cappuccino
3/8/24,2024-03-08 13:53:02,card,ANON-0000-0000-0035,28.9,Americano
3/8/24,2024-03-08 14:44:13,card,ANON-0000-0000-0012,28.9,Americano
3/8/24,2024-03-08 14:45:11,card,ANON-0000-0000-0033,28.9,Americano
3/8/24,2024-03-08 14:46:11,card,ANON-0000-0000-0012,33.8,Americano with Milk
3/8/24,2024-03-08 18:57:51,card,ANON-0000-0000-0036,38.7,Latte
3/8/24,2024-03-08 18:59:25,card,ANON-0000-0000-0037,38.7,Latte
3/9/24,2024-03-09 11:49:37,cash,,40,Hot Chocolate
3/9/24,2024-03-09 12:05:16,card,ANON-0000-0000-0038,24,Espresso
3/9/24,2024-03-09 12:07:38,card,ANON-0000-0000-0039,28.9,Americano
3/9/24,2024-03-09 12:09:48,card,ANON-0000-0000-0012,38.7,Cappuccino
3/9/24,2024-03-09 12:13:04,card,ANON-0000-0000-0040,28.9,Americano
3/9/24,2024-03-09 12:14:26,card,ANON-0000-0000-0040,28.9,Americano
3/9/24,2024-03-09 13:09:22,card,ANON-0000-0000-0041,38.7,Latte
3/9/24,2024-03-09 13:41:06,card,ANON-0000-0000-0042,33.8,Americano with Milk
3/9/24,2024-03-09 13:53:10,card,ANON-0000-0000-0043,28.9,Cortado
3/9/24,2024-03-09 13:54:37,card,ANON-0000-0000-0043,38.7,Cappuccino
3/9/24,2024-03-09 14:08:02,card,ANON-0000-0000-0009,33.8,Americano with Milk
3/9/24,2024-03-09 14:26:53,card,ANON-0000-0000-0044,38.7,Hot Chocolate
3/9/24,2024-03-09 19:17:58,card,ANON-0000-0000-0009,38.7,Cappuccino
3/9/24,2024-03-09 19:19:10,card,ANON-0000-0000-0009,38.7,Hot Chocolate
3/10/24,2024-03-10 07:44:19,cash,,30,Americano
3/10/24,2024-03-10 07:45:29,cash,,35,Americano with Milk
3/10/24,2024-03-10 10:06:03,cash,,40,Latte
3/10/24,2024-03-10 11:19:21,card,ANON-0000-0000-0045,24,Espresso
3/10/24,2024-03-10 17:51:03,cash,,35,Americano with Milk
3/10/24,2024-03-10 19:34:00,card,ANON-0000-0000-0046,38.7,Latte
3/10/24,2024-03-10 19:35:55,card,ANON-0000-0000-0046,28.9,Cortado
3/11/24,2024-03-11 10:18:47,cash,,40,Latte
3/11/24,2024-03-11 11:24:15,cash,,40,Cappuccino
3/11/24,2024-03-11 11:24:52,cash,,30,Cortado
3/11/24,2024-03-11 11:26:44,cash,,30,Americano
3/11/24,2024-03-11 11:32:59,card,ANON-0000-0000-0035,38.7,Cappuccino
3/11/24,2024-03-11 16:24:26,card,ANON-0000-0000-0047,28.9,Americano
3/11/24,2024-03-11 16:25:46,card,ANON-0000-0000-0047,38.7,Latte
3/11/24,2024-03-11 16:50:50,card,ANON-0000-0000-0048,28.9,Cortado
3/12/24,2024-03-12 10:15:00,cash,,40,Latte
3/12/24,2024-03-12 10:15:35,card,ANON-0000-0000-0033,28.9,Americano
3/12/24,2024-03-12 10:16:25,card,ANON-0000-0000-0033,28.9,Cortado
3/12/24,2024-03-12 11:20:46,card,ANON-0000-0000-0049,38.7,Hot Chocolate
3/12/24,2024-03-12 12:46:23,card,ANON-0000-0000-0004,33.8,Americano with Milk
3/12/24,2024-03-12 12:47:26,card,ANON-0000-0000-0004,28.9,Americano
3/12/24,2024-03-12 16:15:43,card,ANON-0000-0000-0050,28.9,Americano
3/13/24,2024-03-13 11:06:43,card,ANON-0000-0000-0048,38.7,Hot Chocolate
3/13/24,2024-03-13 11:48:17,card,ANON-0000-0000-0004,28.9,Americano
3/13/24,2024-03-13 12:18:06,card,ANON-0000-0000-0051,28.9,Americano
3/13/24,2024-03-13 12:19:05,card,ANON-0000-0000-0051,28.9,Americano
3/13/24,2024-03-13 12:34:30,cash,,25,Espresso
3/13/24,2024-03-13 14:26:41,card,ANON-0000-0000-0052,33.8,Americano with Milk
3/13/24,2024-03-13 15:40:22,card,ANON-0000-0000-0053,24,Espresso
3/13/24,2024-03-13 15:41:20,card,ANON-0000-0000-0053,24,Espresso
3/13/24,2024-03-13 16:47:09,card,ANON-0000-0000-0054,24,Espresso
3/14/24,2024-03-14 10:02:12,cash,,40,Latte
3/14/24,2024-03-14 10:28:33,card,ANON-0000-0000-0055,38.7,Latte
3/14/24,2024-03-14 10:29:34,card,ANON-0000-0000-0055,38.7,Hot Chocolate
3/14/24,2024-03-14 13:27:30,card,ANON-0000-0000-0012,28.9,Cortado
3/14/24,2024-03-14 13:28:25,card,ANON-0000-0000-0012,28.9,Americano
3/14/24,2024-03-14 13:52:00,card,ANON-0000-0000-0056,33.8,Americano with Milk
3/14/24,2024-03-14 13:52:56,card,ANON-0000-0000-0057,24,Espresso
3/14/24,2024-03-14 15:20:38,card,ANON-0000-0000-0058,38.7,Latte
3/14/24,2024-03-14 16:04:10,card,ANON-0000-0000-0059,33.8,Americano with Milk
3/14/24,2024-03-14 16:54:38,card,ANON-0000-0000-0050,24,Espresso
3/14/24,2024-03-14 18:58:56,card,ANON-0000-0000-0019,38.7,Hot Chocolate
3/14/24,2024-03-14 19:00:09,card,ANON-0000-0000-0012,28.9,Cortado
3/15/24,2024-03-15 10:02:17,cash,,40,Latte
3/15/24,2024-03-15 10:53:02,card,ANON-0000-0000-0060,38.7,Hot Chocolate
3/15/24,2024-03-15 18:19:28,card,ANON-0000-0000-0012,28.9,Americano
3/16/24,2024-03-16 12:06:55,card,ANON-0000-0000-0061,33.8,Americano with Milk
3/16/24,2024-03-16 12:07:54,card,ANON-0000-0000-0061,28.9,Americano
3/16/24,2024-03-16 15:58:18,card,ANON-0000-0000-0009,28.9,Cortado
3/16/24,2024-03-16 16:03:22,card,ANON-0000-0000-0009,28.9,Cortado
3/16/24,2024-03-16 16:04:11,card,ANON-0000-0000-0012,28.9,Cortado
3/16/24,2024-03-16 17:58:07,card,ANON-0000-0000-0062,33.8,Americano with Milk
3/17/24,2024-03-17 10:10:21,cash,,40,Latte
3/17/24,2024-03-17 12:55:26,card,ANON-0000-0000-0063,28.9,Cortado
3/18/24,2024-03-18 11:18:00,card,ANON-0000-0000-0064,28.9,Cortado
3/18/24,2024-03-18 15:31:40,card,ANON-0000-0000-0003,28.9,Americano
3/18/24,2024-03-18 15:32:38,card,ANON-0000-0000-0003,28.9,Americano
3/18/24,2024-03-18 15:33:37,card,ANON-0000-0000-0003,28.9,Americano
3/19/24,2024-03-19 10:20:26,cash,,30,Cortado
3/19/24,2024-03-19 14:02:22,card,ANON-0000-0000-0065,38.7,Latte
3/19/24,2024-03-19 14:03:20,card,ANON-0000-0000-0065,38.7,Latte
3/19/24,2024-03-19 15:04:36,card,ANON-0000-0000-0049,38.7,Hot Chocolate
3/19/24,2024-03-19 16:53:49,card,ANON-0000-0000-0066,33.8,Americano with Milk
3/19/24,2024-03-19 19:26:33,cash,,40,Hot Chocolate
3/20/24,2024-03-20 11:41:16,card,ANON-0000-0000-0012,28.9,Cortado
3/20/24,2024-03-20 12:21:08,cash,,40,Latte
3/20/24,2024-03-20 12:30:49,card,ANON-0000-0000-0049,28.9,Cortado
3/20/24,2024-03-20 13:16:47,card,ANON-0000-0000-0067,38.7,Cappuccino
3/20/24,2024-03-20 16:42:38,card,ANON-0000-0000-0050,38.7,Cocoa
3/20/24,2024-03-20 17:50:29,card,ANON-0000-0000-0068,38.7,Latte
3/21/24,2024-03-21 10:18:57,cash,,40,Cappuccino
3/21/24,2024-03-21 12:25:09,card,ANON-0000-0000-0012,28.9,Cortado
3/21/24,2024-03-21 12:26:17,card,ANON-0000-0000-0012,38.7,Cappuccino
3/21/24,2024-03-21 17:21:01,cash,,30,Americano
3/21/24,2024-03-21 17:22:01,card,ANON-0000-0000-0012,28.9,Cortado
3/21/24,2024-03-21 19:20:37,card,ANON-0000-0000-0069,38.7,Latte
3/22/24,2024-03-22 10:35:54,card,ANON-0000-0000-0070,33.8,Americano with Milk
3/22/24,2024-03-22 13:29:20,card,ANON-0000-0000-0071,33.8,Americano with Milk
3/22/24,2024-03-22 16:15:14,cash,,40,Cappuccino
3/22/24,2024-03-22 17:17:04,card,ANON-0000-0000-0012,28.9,Americano
3/22/24,2024-03-22 17:17:59,card,ANON-0000-0000-0012,24,Espresso
3/22/24,2024-03-22 17:20:49,card,ANON-0000-0000-0050,28.9,Americano
3/23/24,2024-03-23 10:44:00,card,ANON-0000-0000-0072,38.7,Latte
3/23/24,2024-03-23 10:45:07,card,ANON-0000-0000-0073,33.8,Americano with Milk
3/23/24,2024-03-23 13:10:08,card,ANON-0000-0000-0074,38.7,Cappuccino
3/23/24,2024-03-23 13:11:12,card,ANON-0000-0000-0074,38.7,Cocoa
3/23/24,2024-03-23 14:44:41,card,ANON-0000-0000-0075,33.8,Americano with Milk
3/23/24,2024-03-23 15:47:19,card,ANON-0000-0000-0076,38.7,Latte
3/23/24,2024-03-23 15:49:34,card,ANON-0000-0000-0076,33.8,Americano with Milk
3/23/24,2024-03-23 16:00:58,card,ANON-0000-0000-0009,28.9,Cortado
3/24/24,2024-03-24 10:03:56,cash,,40,Latte
3/24/24,2024-03-24 18:45:08,card,ANON-0000-0000-0077,38.7,Latte
3/25/24,2024-03-25 10:31:47,card,ANON-0000-0000-0009,38.7,Latte
3/25/24,2024-03-25 11:16:26,cash,,35,Americano with Milk
3/25/24,2024-03-25 14:27:09,card,ANON-0000-0000-0078,38.7,Latte
3/25/24,2024-03-25 14:29:25,card,ANON-0000-0000-0017,38.7,Latte
3/25/24,2024-03-25 18:37:31,card,ANON-0000-0000-0024,33.8,Americano with Milk
3/25/24,2024-03-25 19:34:25,card,ANON-0000-0000-0079,38.7,Cappuccino
3/26/24,2024-03-26 10:35:50,card,ANON-0000-0000-0055,38.7,Cocoa
3/26/24,2024-03-26 10:36:36,card,ANON-0000-0000-0055,38.7,Latte
3/26/24,2024-03-26 10:42:30,card,ANON-0000-0000-0080,38.7,Latte
3/26/24,2024-03-26 11:11:47,card,ANON-0000-0000-0009,28.9,Cortado
3/26/24,2024-03-26 13:35:53,card,ANON-0000-0000-0003,28.9,Americano
3/26/24,2024-03-26 13:36:50,card,ANON-0000-0000-0032,28.9,Cortado
3/26/24,2024-03-26 13:38:00,card,ANON-0000-0000-0059,28.9,Cortado
3/26/24,2024-03-26 13:57:54,card,ANON-0000-0000-0050,28.9,Americano
3/26/24,2024-03-26 15:48:02,card,ANON-0000-0000-0081,38.7,Latte
3/26/24,2024-03-26 18:33:39,card,ANON-0000-0000-0024,38.7,Latte
3/26/24,2024-03-26 18:34:55,card,ANON-0000-0000-0009,38.7,Hot Chocolate
3/27/24,2024-03-27 11:04:51,card,ANON-0000-0000-0003,28.9,Cortado
3/27/24,2024-03-27 11:05:58,card,ANON-0000-0000-0003,33.8,Americano with Milk
3/27/24,2024-03-27 12:57:00,card,ANON-0000-0000-0082,33.8,Americano with Milk
3/27/24,2024-03-27 13:35:20,card,ANON-0000-0000-0083,38.7,Hot Chocolate
3/27/24,2024-03-27 14:22:32,card,ANON-0000-0000-0012,38.7,Cappuccino
3/27/24,2024-03-27 14:23:35,card,ANON-0000-0000-0012,28.9,Americano
3/27/24,2024-03-27 18:30:12,card,ANON-0000-0000-0084,28.9,Cortado
3/27/24,2024-03-27 19:31:12,cash,,40,Latte
3/28/24,2024-03-28 14:24:47,card,ANON-0000-0000-0085,28.9,Cortado
3/28/24,2024-03-28 17:24:46,card,ANON-0000-0000-0012,28.9,Cortado
3/28/24,2024-03-28 17:27:05,card,ANON-0000-0000-0012,28.9,Americano
3/28/24,2024-03-28 17:32:45,card,ANON-0000-0000-0086,38.7,Latte
3/29/24,2024-03-29 10:56:19,card,ANON-0000-0000-0087,38.7,Latte
3/29/24,2024-03-29 12:34:17,card,ANON-0000-0000-0088,38.7,Cappuccino
3/29/24,2024-03-29 12:41:32,card,ANON-0000-0000-0088,38.7,Cappuccino
3/29/24,2024-03-29 13:22:45,cash,,40,Cappuccino
3/30/24,2024-03-30 11:59:20,card,ANON-0000-0000-0069,38.7,Latte
3/30/24,2024-03-30 13:49:26,cash,,40,Cappuccino
3/30/24,2024-03-30 16:12:32,card,ANON-0000-0000-0017,38.7,Latte
3/30/24,2024-03-30 16:36:41,card,ANON-0000-0000-0009,38.7,Latte
3/30/24,2024-03-30 16:37:58,card,ANON-0000-0000-0009,33.8,Americano with Milk
3/31/24,2024-03-31 10:40:05,card,ANON-0000-0000-0089,38.7,Cappuccino
3/31/24,2024-03-31 19:36:45,cash,,30,Americano
4/1/24,2024-04-01 10:28:48,card,ANON-0000-0000-0004,28.9,Americano
4/1/24,2024-04-01 10:29:42,card,ANON-0000-0000-0004,33.8,Americano with Milk
4/1/24,2024-04-01 10:30:44,card,ANON-0000-0000-0004,33.8,Americano with Milk
4/1/24,2024-04-01 11:15:44,card,ANON-0000-0000-0009,33.8,Americano with Milk
4/1/24,2024-04-01 17:01:43,cash,,40,Cappuccino
4/1/24,2024-04-01 18:18:42,card,ANON-0000-0000-0024,33.8,Americano with Milk
4/1/24,2024-04-01 18:45:27,card,ANON-0000-0000-0090,38.7,Hot Chocolate
4/2/24,2024-04-02 10:01:14,card,ANON-0000-0000-0001,38.7,Latte
4/2/24,2024-04-02 16:18:34,card,ANON-0000-0000-0003,28.9,Americano
4/2/24,2024-04-02 16:19:28,card,ANON-0000-0000-0003,28.9,Cortado
4/2/24,2024-04-02 19:59:32,cash,,40,Cappuccino
4/3/24,2024-04-03 10:19:14,card,ANON-0000-0000-0003,28.9,Cortado
4/3/24,2024-04-03 10:20:08,card,ANON-0000-0000-0003,28.9,Americano
4/3/24,2024-04-03 13:12:05,card,ANON-0000-0000-0012,38.7,Cappuccino
4/3/24,2024-04-03 15:36:12,cash,,30,Cortado
4/4/24,2024-04-04 10:44:56,card,ANON-0000-0000-0091,38.7,Latte
4/4/24,2024-04-04 11:26:38,card,ANON-0000-0000-0092,38.7,Latte
4/4/24,2024-04-04 11:27:48,card,ANON-0000-0000-0093,38.7,Cappuccino
4/4/24,2024-04-04 12:23:02,card,ANON-0000-0000-0094,28.9,Cortado
4/4/24,2024-04-04 19:42:08,cash,,40,Latte
4/5/24,2024-04-05 10:40:43,card,ANON-0000-0000-0095,28.9,Americano
4/5/24,2024-04-05 10:42:06,card,ANON-0000-0000-0012,28.9,Americano
4/5/24,2024-04-05 11:06:15,card,ANON-0000-0000-0096,28.9,Cortado
4/5/24,2024-04-05 12:14:28,card,ANON-0000-0000-0097,33.8,Americano with Milk
4/5/24,2024-04-05 14:23:40,card,ANON-0000-0000-0098,38.7,Latte
4/5/24,2024-04-05 14:24:50,card,ANON-0000-0000-0098,28.9,Cortado
4/5/24,2024-04-05 15:30:50,cash,,40,Latte
4/5/24,2024-04-05 15:54:16,cash,,40,Cappuccino
4/5/24,2024-04-05 15:55:31,cash,,30,Americano
4/5/24,2024-04-05 16:17:44,cash,,40,Cocoa
4/5/24,2024-04-05 16:18:24,card,ANON-0000-0000-0003,24,Espresso
4/6/24,2024-04-06 12:32:31,card,ANON-0000-0000-0099,33.8,Americano with Milk
4/6/24,2024-04-06 14:13:19,card,ANON-0000-0000-0040,38.7,Cappuccino
4/6/24,2024-04-06 14:14:27,card,ANON-0000-0000-0040,28.9,Americano
4/6/24,2024-04-06 14:49:50,card,ANON-0000-0000-0009,38.7,Latte
4/7/24,2024-04-07 10:12:53,card,ANON-0000-0000-0091,38.7,Latte
4/7/24,2024-04-07 12:44:32,card,ANON-0000-0000-0040,38.7,Cappuccino
4/7/24,2024-04-07 12:46:05,card,ANON-0000-0000-0040,38.7,Cappuccino
4/7/24,2024-04-07 14:16:25,card,ANON-0000-0000-0100,28.9,Cortado
4/7/24,2024-04-07 14:17:31,card,ANON-0000-0000-0100,24,Espresso
4/7/24,2024-04-07 18:01:17,card,ANON-0000-0000-0101,38.7,Hot Chocolate
4/7/24,2024-04-07 18:02:04,card,ANON-0000-0000-0101,33.8,Americano with Milk
4/8/24,2024-04-08 10:58:21,card,ANON-0000-0000-0102,33.8,Americano with Milk
4/8/24,2024-04-08 10:59:28,card,ANON-0000-0000-0103,38.7,Cappuccino
4/8/24,2024-04-08 11:01:20,card,ANON-0000-0000-0012,28.9,Americano
4/8/24,2024-04-08 11:04:47,card,ANON-0000-0000-0104,38.7,Cappuccino
4/8/24,2024-04-08 12:54:26,cash,,25,Espresso
4/8/24,2024-04-08 15:43:37,cash,,35,Americano with Milk
4/8/24,2024-04-08 16:41:38,card,ANON-0000-0000-0017,38.7,Latte
4/8/24,2024-04-08 18:18:10,card,ANON-0000-0000-0105,28.9,Americano
4/8/24,2024-04-08 19:22:27,card,ANON-0000-0000-0024,33.8,Americano with Milk
4/8/24,2024-04-08 19:23:59,card,ANON-0000-0000-0106,38.7,Cappuccino
4/9/24,2024-04-09 10:22:27,cash,,40,Cappuccino
4/9/24,2024-04-09 10:24:10,cash,,30,Americano
4/9/24,2024-04-09 11:42:28,card,ANON-0000-0000-0091,38.7,Latte
4/9/24,2024-04-09 15:11:49,card,ANON-0000-0000-0107,38.7,Hot Chocolate
4/9/24,2024-04-09 17:25:24,card,ANON-0000-0000-0049,38.7,Hot Chocolate
4/10/24,2024-04-10 10:21:26,cash,,25,Espresso
4/10/24,2024-04-10 17:55:07,cash,,40,Hot Chocolate
4/10/24,2024-04-10 17:55:31,card,ANON-0000-0000-0108,24,Espresso
4/10/24,2024-04-10 18:24:59,card,ANON-0000-0000-0009,38.7,Cappuccino
4/10/24,2024-04-10 20:04:05,card,ANON-0000-0000-0109,38.7,Latte
4/11/24,2024-04-11 10:41:23,card,ANON-0000-0000-0110,28.9,Americano
4/11/24,2024-04-11 10:42:59,card,ANON-0000-0000-0110,28.9,Americano
4/11/24,2024-04-11 16:35:23,card,ANON-0000-0000-0017,38.7,Latte
4/11/24,2024-04-11 19:16:57,card,ANON-0000-0000-0106,38.7,Cappuccino
4/11/24,2024-04-11 19:18:37,card,ANON-0000-0000-0024,33.8,Americano with Milk
4/12/24,2024-04-12 19:03:43,card,ANON-0000-0000-0019,38.7,Hot Chocolate
4/12/24,2024-04-12 19:38:23,card,ANON-0000-0000-0009,28.9,Cortado
4/13/24,2024-04-13 12:29:20,card,ANON-0000-0000-0009,38.7,Latte
4/13/24,2024-04-13 12:43:02,card,ANON-0000-0000-0012,28.9,Americano
4/13/24,2024-04-13 15:06:52,cash,,40,Hot Chocolate
4/13/24,2024-04-13 15:07:56,cash,,40,Hot Chocolate
4/13/24,2024-04-13 16:18:04,card,ANON-0000-0000-0111,38.7,Cappuccino
4/13/24,2024-04-13 16:19:40,card,ANON-0000-0000-0111,38.7,Latte
4/13/24,2024-04-13 17:51:26,card,ANON-0000-0000-0112,38.7,Cappuccino
4/13/24,2024-04-13 17:53:19,card,ANON-0000-0000-0012,38.7,Cappuccino
4/14/24,2024-04-14 10:55:27,cash,,40,Latte
4/14/24,2024-04-14 12:24:39,card,ANON-0000-0000-0113,38.7,Cappuccino
4/14/24,2024-04-14 12:27:09,cash,,30,Cortado
4/14/24,2024-04-14 12:29:07,cash,,30,Cortado
4/14/24,2024-04-14 12:31:36,cash,,35,Americano with Milk
4/14/24,2024-04-14 13:21:50,card,ANON-0000-0000-0114,28.9,Cortado
4/14/24,2024-04-14 14:23:32,card,ANON-0000-0000-0012,28.9,Americano
4/14/24,2024-04-14 14:24:27,card,ANON-0000-0000-0012,28.9,Americano
4/14/24,2024-04-14 14:25:18,card,ANON-0000-0000-0012,28.9,Americano
4/14/24,2024-04-14 15:46:28,card,ANON-0000-0000-0017,38.7,Cappuccino
4/14/24,2024-04-14 16:59:55,card,ANON-0000-0000-0012,28.9,Cortado
4/14/24,2024-04-14 17:00:45,card,ANON-0000-0000-0019,38.7,Latte
4/14/24,2024-04-14 18:38:20,card,ANON-0000-0000-0115,38.7,Cappuccino
4/15/24,2024-04-15 11:45:25,card,ANON-0000-0000-0064,28.9,Americano
4/15/24,2024-04-15 17:01:46,card,ANON-0000-0000-0003,28.9,Americano
4/15/24,2024-04-15 17:02:50,card,ANON-0000-0000-0004,33.8,Americano with Milk
4/15/24,2024-04-15 19:33:03,card,ANON-0000-0000-0009,33.8,Americano with Milk
4/15/24,2024-04-15 19:41:58,cash,,25,Espresso
4/16/24,2024-04-16 10:43:50,cash,,35,Americano with Milk
4/16/24,2024-04-16 10:46:26,card,ANON-0000-0000-0116,33.8,Americano with Milk
4/16/24,2024-04-16 12:40:48,card,ANON-0000-0000-0117,38.7,Cocoa
4/16/24,2024-04-16 12:52:08,card,ANON-0000-0000-0064,28.9,Cortado
4/16/24,2024-04-16 15:03:17,card,ANON-0000-0000-0118,28.9,Americano
4/16/24,2024-04-16 17:42:04,card,ANON-0000-0000-0024,33.8,Americano with Milk
4/16/24,2024-04-16 17:43:23,card,ANON-0000-0000-0009,38.7,Cappuccino
4/16/24,2024-04-16 18:09:05,card,ANON-0000-0000-0050,38.7,Cocoa
4/17/24,2024-04-17 13:33:00,card,ANON-0000-0000-0012,28.9,Americano
4/17/24,2024-04-17 13:44:00,card,ANON-0000-0000-0119,24,Espresso
4/17/24,2024-04-17 16:13:24,cash,,40,Cappuccino
